"task","response","stimulus","mix","rr","pu","sub","lambda","omega","alpha","alpha_extinction","n","reward","logll","condition"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,10,"0",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,11,"1",NA,"4"
0,0.49,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,12,"0",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,13,"1",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,14,"0",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,15,"0",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,16,"1",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,17,"1",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,18,"0",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,19,"0",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,20,"1",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,21,"0",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,22,"0",NA,"4"
0,0,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,23,"1",NA,"4"
0,0.49,0,NA,"2",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,24,"1",NA,"4"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,1,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,2,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,3,"1",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,4,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,5,"1",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,6,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,7,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,8,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,9,"1",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,10,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,11,"0",NA,"5"
0,0.4,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,12,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,13,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,14,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,15,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,16,"1",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,17,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,18,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,19,"1",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,20,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,21,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,22,"0",NA,"5"
0,0,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,23,"1",NA,"5"
0,0.34,0,NA,"1",NA,"2bqu5ktkg43fh3p",NA,NA,NA,NA,24,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,1,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,2,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,3,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,4,"1",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,5,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,6,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,7,"1",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,8,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,9,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,10,"1",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,11,"0",NA,"0"
0,0.19,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,12,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,13,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,14,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,15,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,16,"1",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,17,"1",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,18,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,19,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,20,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,21,"1",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,22,"0",NA,"0"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,23,"0",NA,"0"
0,0.24,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,24,"0",NA,"0"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,1,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,2,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,3,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,4,"0",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,5,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,6,"0",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,7,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,8,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,9,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,10,"0",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,11,"1",NA,"1"
0,0.75,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,12,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,13,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,14,"0",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,15,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,16,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,17,"0",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,18,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,19,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,20,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,21,"0",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,22,"1",NA,"1"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,23,"1",NA,"1"
0,0.83,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,24,"1",NA,"1"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,1,"1",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,2,"0",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,3,"1",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,4,"0",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,5,"0",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,6,"0",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,7,"1",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,8,"1",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,9,"1",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,10,"0",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,11,"0",NA,"2"
0,0.49,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,12,"1",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,13,"0",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,14,"1",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,15,"0",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,16,"1",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,17,"0",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,18,"0",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,19,"1",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,20,"0",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,21,"0",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,22,"1",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,23,"1",NA,"2"
0,0.49,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,24,"1",NA,"2"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,1,"0",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,2,"1",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,3,"1",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,4,"0",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,5,"0",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,6,"1",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,7,"1",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,8,"1",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,9,"0",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,10,"0",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,11,"1",NA,"3"
0,0.5,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,12,"0",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,13,"1",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,14,"1",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,15,"0",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,16,"0",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,17,"1",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,18,"1",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,19,"0",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,20,"1",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,21,"1",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,22,"0",NA,"3"
0,0,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,23,"0",NA,"3"
0,0.49,0,NA,"2",NA,"brsvshywlogvxcq",NA,NA,NA,NA,24,"0",NA,"3"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,1,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,2,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,3,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,4,"0",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,5,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,6,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,7,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,8,"0",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,9,"0",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,10,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,11,"1",NA,"4"
0,0.75,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,12,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,13,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,14,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,15,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,16,"0",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,17,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,18,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,19,"0",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,20,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,21,"1",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,22,"0",NA,"4"
0,0,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,23,"1",NA,"4"
0,0.75,0,NA,"3",NA,"brsvshywlogvxcq",NA,NA,NA,NA,24,"1",NA,"4"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,1,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,2,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,3,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,4,"1",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,5,"1",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,6,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,7,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,8,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,9,"1",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,10,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,11,"0",NA,"5"
0,0.25,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,12,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,13,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,14,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,15,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,16,"1",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,17,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,18,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,19,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,20,"1",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,21,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,22,"0",NA,"5"
0,0,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,23,"1",NA,"5"
0,0.25,0,NA,"1",NA,"brsvshywlogvxcq",NA,NA,NA,NA,24,"0",NA,"5"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,1,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,2,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,3,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,4,"1",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,5,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,6,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,7,"1",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,8,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,9,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,10,"1",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,11,"0",NA,"0"
0,0.18,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,12,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,13,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,14,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,15,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,16,"1",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,17,"1",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,18,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,19,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,20,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,21,"1",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,22,"0",NA,"0"
0,0,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,23,"0",NA,"0"
0,0.21,0,NA,"1",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,24,"0",NA,"0"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,1,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,2,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,3,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,4,"0",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,5,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,6,"0",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,7,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,8,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,9,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,10,"0",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,11,"1",NA,"1"
0,0.3,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,12,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,13,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,14,"0",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,15,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,16,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,17,"0",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,18,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,19,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,20,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,21,"0",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,22,"1",NA,"1"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,23,"1",NA,"1"
0,0.61,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,24,"1",NA,"1"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,1,"1",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,2,"0",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,3,"1",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,4,"0",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,5,"0",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,6,"0",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,7,"1",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,8,"1",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,9,"1",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,10,"0",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,11,"0",NA,"2"
0,0.54,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,12,"1",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,13,"0",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,14,"1",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,15,"0",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,16,"1",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,17,"0",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,18,"0",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,19,"1",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,20,"0",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,21,"0",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,22,"1",NA,"2"
0,0,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,23,"1",NA,"2"
0,0.56,0,NA,"2",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,24,"1",NA,"2"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,1,"1",NA,"3"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,2,"1",NA,"3"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,3,"0",NA,"3"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,4,"1",NA,"3"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,5,"1",NA,"3"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,6,"0",NA,"3"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,7,"1",NA,"3"
0,0,0,NA,"3",NA,"9oe8onshjdy2khe",NA,NA,NA,NA,8,"1",NA,"3"
